======== n=1000, T=20 ========
-- BW=silverman --
Run 47: MS RMSE = 0.0027, DP RMSE = 4.7082, MS BW = 0.7000, DP BW = 0.7000
Run 48: MS RMSE = 0.0207, DP RMSE = 4.6416, MS BW = 0.7000, DP BW = 0.7000
Run 49: MS RMSE = 0.0085, DP RMSE = 4.5019, MS BW = 0.7000, DP BW = 0.7000
Run 50: MS RMSE = 0.0005, DP RMSE = 12.9468, MS BW = 0.7000, DP BW = 0.7000

-- BW=0.8 --
Run 01: MS RMSE = 0.0037, DP RMSE = 10.3020, MS BW = 0.8000, DP BW = 0.8000
Run 02: MS RMSE = 0.0006, DP RMSE = 0.2677, MS BW = 0.8000, DP BW = 0.8000
Run 03: MS RMSE = 0.0090, DP RMSE = 4.9494, MS BW = 0.8000, DP BW = 0.8000
Run 04: MS RMSE = 0.0180, DP RMSE = 3.2847, MS BW = 0.8000, DP BW = 0.8000
Run 05: MS RMSE = 0.0103, DP RMSE = 6.9031, MS BW = 0.8000, DP BW = 0.8000
Run 06: MS RMSE = 0.0014, DP RMSE = 11.1659, MS BW = 0.8000, DP BW = 0.8000
Run 07: MS RMSE = 0.0091, DP RMSE = 5.0162, MS BW = 0.8000, DP BW = 0.8000
Run 08: MS RMSE = 0.0537, DP RMSE = 8.5270, MS BW = 0.8000, DP BW = 0.8000
Run 09: MS RMSE = 0.0077, DP RMSE = 5.7802, MS BW = 0.8000, DP BW = 0.8000
Run 10: MS RMSE = 0.0074, DP RMSE = 12.1060, MS BW = 0.8000, DP BW = 0.8000
Run 11: MS RMSE = 0.0001, DP RMSE = 2.4766, MS BW = 0.8000, DP BW = 0.8000
Run 12: MS RMSE = 0.0014, DP RMSE = 13.4625, MS BW = 0.8000, DP BW = 0.8000
Run 13: MS RMSE = 0.0052, DP RMSE = 7.2991, MS BW = 0.8000, DP BW = 0.8000
Run 14: MS RMSE = 0.0004, DP RMSE = 6.1230, MS BW = 0.8000, DP BW = 0.8000
Run 15: MS RMSE = 0.0017, DP RMSE = 1.6981, MS BW = 0.8000, DP BW = 0.8000
Run 16: MS RMSE = 0.0028, DP RMSE = 9.2232, MS BW = 0.8000, DP BW = 0.8000
Run 17: MS RMSE = 0.0002, DP RMSE = 0.4886, MS BW = 0.8000, DP BW = 0.8000
Run 18: MS RMSE = 0.0053, DP RMSE = 9.4299, MS BW = 0.8000, DP BW = 0.8000
Run 19: MS RMSE = 0.0052, DP RMSE = 6.6657, MS BW = 0.8000, DP BW = 0.8000
Run 20: MS RMSE = 0.0144, DP RMSE = 9.5108, MS BW = 0.8000, DP BW = 0.8000
Run 21: MS RMSE = 0.0240, DP RMSE = 3.8366, MS BW = 0.8000, DP BW = 0.8000
Run 22: MS RMSE = 0.0002, DP RMSE = 5.2436, MS BW = 0.8000, DP BW = 0.8000
Run 23: MS RMSE = 0.0339, DP RMSE = 10.9364, MS BW = 0.8000, DP BW = 0.8000
Run 24: MS RMSE = 0.0075, DP RMSE = 5.8102, MS BW = 0.8000, DP BW = 0.8000
Run 25: MS RMSE = 0.0159, DP RMSE = 4.5887, MS BW = 0.8000, DP BW = 0.8000
Run 26: MS RMSE = 0.0188, DP RMSE = 2.1681, MS BW = 0.8000, DP BW = 0.8000
Run 27: MS RMSE = 0.0112, DP RMSE = 5.9909, MS BW = 0.8000, DP BW = 0.8000
Run 28: MS RMSE = 0.0367, DP RMSE = 0.6652, MS BW = 0.8000, DP BW = 0.8000
Run 29: MS RMSE = 0.0018, DP RMSE = 1.7135, MS BW = 0.8000, DP BW = 0.8000
Run 30: MS RMSE = 0.0101, DP RMSE = 9.5042, MS BW = 0.8000, DP BW = 0.8000
Run 31: MS RMSE = 0.0102, DP RMSE = 1.8963, MS BW = 0.8000, DP BW = 0.8000
Run 32: MS RMSE = 0.0021, DP RMSE = 5.6430, MS BW = 0.8000, DP BW = 0.8000
Run 33: MS RMSE = 0.0092, DP RMSE = 4.3238, MS BW = 0.8000, DP BW = 0.8000
Run 34: MS RMSE = 0.0044, DP RMSE = 11.5514, MS BW = 0.8000, DP BW = 0.8000
Run 35: MS RMSE = 0.0347, DP RMSE = 3.3903, MS BW = 0.8000, DP BW = 0.8000
Run 36: MS RMSE = 0.0080, DP RMSE = 3.6546, MS BW = 0.8000, DP BW = 0.8000
Run 37: MS RMSE = 0.0141, DP RMSE = 7.1795, MS BW = 0.8000, DP BW = 0.8000
Run 38: MS RMSE = 0.0001, DP RMSE = 7.7374, MS BW = 0.8000, DP BW = 0.8000
Run 39: MS RMSE = 0.0003, DP RMSE = 4.2770, MS BW = 0.8000, DP BW = 0.8000
Run 40: MS RMSE = 0.0144, DP RMSE = 1.8552, MS BW = 0.8000, DP BW = 0.8000
